Unnamed: 0,nameWithOwner,url,stargazers,releases,age,loc,cbo,dit,lcom
732,j-easy/easy-rules,https://github.com/j-easy/easy-rules,3301,10,8,0.0,0.0,0.0,0.0
733,shekhargulati/99-problems,https://github.com/shekhargulati/99-problems,3300,0,5,0.0,0.0,0.0,0.0
734,googlemaps/android-maps-utils,https://github.com/googlemaps/android-maps-utils,3296,22,8,0.0,0.0,0.0,0.0
735,stylefeng/Guns,https://github.com/stylefeng/Guns,3296,0,4,0.0,0.0,0.0,0.0
736,jeremylong/DependencyCheck,https://github.com/jeremylong/DependencyCheck,3295,19,9,0.0,0.0,0.0,0.0
737,web3j/web3j,https://github.com/web3j/web3j,3294,90,5,0.0,0.0,0.0,0.0
738,knowm/XChange,https://github.com/knowm/XChange,3290,0,9,0.0,0.0,0.0,0.0
739,GitLqr/LQRWeChat,https://github.com/GitLqr/LQRWeChat,3284,0,4,0.0,0.0,0.0,0.0
740,lisawray/groupie,https://github.com/lisawray/groupie,3283,26,5,0.0,0.0,0.0,0.0
741,promeG/TinyPinyin,https://github.com/promeG/TinyPinyin,3279,2,5,0.0,0.0,0.0,0.0
742,jboss-javassist/javassist,https://github.com/jboss-javassist/javassist,3272,18,8,0.0,0.0,0.0,0.0
743,line/armeria,https://github.com/line/armeria,3270,190,5,0.0,0.0,0.0,0.0
744,code4craft/netty-learning,https://github.com/code4craft/netty-learning,3266,0,7,0.0,0.0,0.0,0.0
745,sherxon/AlgoDS,https://github.com/sherxon/AlgoDS,3264,0,4,0.0,0.0,0.0,0.0
746,iammert/ScalingLayout,https://github.com/iammert/ScalingLayout,3264,4,3,0.0,0.0,0.0,0.0
747,luojilab/DDComponentForAndroid,https://github.com/luojilab/DDComponentForAndroid,3257,4,3,0.0,0.0,0.0,0.0
748,rubensousa/PreviewSeekBar,https://github.com/rubensousa/PreviewSeekBar,3256,7,4,0.0,0.0,0.0,0.0
749,linkedin/databus,https://github.com/linkedin/databus,3256,0,8,0.0,0.0,0.0,0.0
750,networknt/light-4j,https://github.com/networknt/light-4j,3254,140,4,0.0,0.0,0.0,0.0
751,saysky/ForestBlog,https://github.com/saysky/ForestBlog,3254,0,3,0.0,0.0,0.0,0.0
752,tangqi92/Android-Tips,https://github.com/tangqi92/Android-Tips,3244,0,5,0.0,0.0,0.0,0.0
753,bluelinelabs/LoganSquare,https://github.com/bluelinelabs/LoganSquare,3243,0,6,0.0,0.0,0.0,0.0
754,liuyubobobo/Play-with-Algorithms,https://github.com/liuyubobobo/Play-with-Algorithms,3242,0,5,0.0,0.0,0.0,0.0
755,google/data-transfer-project,https://github.com/google/data-transfer-project,3235,38,3,0.0,0.0,0.0,0.0
756,kevinsawicki/http-request,https://github.com/kevinsawicki/http-request,3230,0,9,0.0,0.0,0.0,0.0
757,Fuzion24/JustTrustMe,https://github.com/Fuzion24/JustTrustMe,3229,1,7,0.0,0.0,0.0,0.0
758,tiann/epic,https://github.com/tiann/epic,3229,5,4,0.0,0.0,0.0,0.0
759,ragunathjawahar/android-saripaar,https://github.com/ragunathjawahar/android-saripaar,3221,3,8,0.0,0.0,0.0,0.0
760,ittianyu/BottomNavigationViewEx,https://github.com/ittianyu/BottomNavigationViewEx,3221,19,4,0.0,0.0,0.0,0.0
761,bauerca/drag-sort-listview,https://github.com/bauerca/drag-sort-listview,3220,0,9,0.0,0.0,0.0,0.0
762,hmkcode/Android,https://github.com/hmkcode/Android,3219,0,8,0.0,0.0,0.0,0.0
763,java-aodeng/hope-boot,https://github.com/java-aodeng/hope-boot,3216,2,2,0.0,0.0,0.0,0.0
764,bilibili/boxing,https://github.com/bilibili/boxing,3210,1,4,0.0,0.0,0.0,0.0
765,chrisbanes/ActionBar-PullToRefresh,https://github.com/chrisbanes/ActionBar-PullToRefresh,3199,0,8,0.0,0.0,0.0,0.0
766,UnevenSoftware/LeafPic,https://github.com/UnevenSoftware/LeafPic,3195,7,5,0.0,0.0,0.0,0.0
767,eclipse/jetty.project,https://github.com/eclipse/jetty.project,3191,31,10,0.0,0.0,0.0,0.0
768,JSQLParser/JSqlParser,https://github.com/JSQLParser/JSqlParser,3189,25,10,0.0,0.0,0.0,0.0
769,yangfuhai/afinal,https://github.com/yangfuhai/afinal,3188,0,8,0.0,0.0,0.0,0.0
770,traccar/traccar,https://github.com/traccar/traccar,3181,34,9,0.0,0.0,0.0,0.0
771,daimajia/AndroidViewHover,https://github.com/daimajia/AndroidViewHover,3180,4,7,0.0,0.0,0.0,0.0
772,Javen205/IJPay,https://github.com/Javen205/IJPay,3180,23,4,0.0,0.0,0.0,0.0
773,mik3y/usb-serial-for-android,https://github.com/mik3y/usb-serial-for-android,3178,19,8,0.0,0.0,0.0,0.0
774,uber/AutoDispose,https://github.com/uber/AutoDispose,3173,1,4,0.0,0.0,0.0,0.0
775,pengjianbo/GalleryFinal,https://github.com/pengjianbo/GalleryFinal,3172,4,5,0.0,0.0,0.0,0.0
776,crate/crate,https://github.com/crate/crate,3171,31,8,0.0,0.0,0.0,0.0
777,zzz40500/GsonFormat,https://github.com/zzz40500/GsonFormat,3170,4,6,0.0,0.0,0.0,0.0
778,dataease/dataease,https://github.com/dataease/dataease,3162,11,0,0.0,0.0,0.0,0.0
779,spring-cloud/spring-cloud-gateway,https://github.com/spring-cloud/spring-cloud-gateway,3161,0,4,0.0,0.0,0.0,0.0
780,MovingBlocks/Terasology,https://github.com/MovingBlocks/Terasology,3157,62,10,0.0,0.0,0.0,0.0
781,apache/kylin,https://github.com/apache/kylin,3151,0,6,0.0,0.0,0.0,0.0
782,vert-x3/vertx-examples,https://github.com/vert-x3/vertx-examples,3148,0,6,0.0,0.0,0.0,0.0
783,jfinal/jfinal,https://github.com/jfinal/jfinal,3142,0,9,0.0,0.0,0.0,0.0
784,hitherejoe/animate,https://github.com/hitherejoe/animate,3142,0,5,0.0,0.0,0.0,0.0
785,andOTP/andOTP,https://github.com/andOTP/andOTP,3141,38,4,0.0,0.0,0.0,0.0
786,androidx/androidx,https://github.com/androidx/androidx,3140,0,1,0.0,0.0,0.0,0.0
787,facebookarchive/network-connection-class,https://github.com/facebookarchive/network-connection-class,3138,2,6,0.0,0.0,0.0,0.0
788,wendux/DSBridge-Android,https://github.com/wendux/DSBridge-Android,3137,2,4,0.0,0.0,0.0,0.0
789,fyhertz/libstreaming,https://github.com/fyhertz/libstreaming,3131,0,8,0.0,0.0,0.0,0.0
790,huanghongxun/HMCL,https://github.com/huanghongxun/HMCL,3129,165,6,0.0,0.0,0.0,0.0
791,amulyakhare/TextDrawable,https://github.com/amulyakhare/TextDrawable,3126,0,6,0.0,0.0,0.0,0.0
792,airbnb/native-navigation,https://github.com/airbnb/native-navigation,3124,0,4,0.0,0.0,0.0,0.0
793,eishay/jvm-serializers,https://github.com/eishay/jvm-serializers,3124,0,11,0.0,0.0,0.0,0.0
794,chenBingX/SuperTextView,https://github.com/chenBingX/SuperTextView,3123,30,4,0.0,0.0,0.0,0.0
795,remkop/picocli,https://github.com/remkop/picocli,3122,76,4,0.0,0.0,0.0,0.0
796,RedSpider1/concurrent,https://github.com/RedSpider1/concurrent,3120,0,2,0.0,0.0,0.0,0.0
797,nicolasgramlich/AndEngine,https://github.com/nicolasgramlich/AndEngine,3104,0,9,0.0,0.0,0.0,0.0
798,BelooS/ChipsLayoutManager,https://github.com/BelooS/ChipsLayoutManager,3102,11,5,0.0,0.0,0.0,0.0
799,Skykai521/StickerCamera,https://github.com/Skykai521/StickerCamera,3096,0,6,0.0,0.0,0.0,0.0
800,alibaba/cobar,https://github.com/alibaba/cobar,3095,1,7,0.0,0.0,0.0,0.0
801,yipianfengye/android-adDialog,https://github.com/yipianfengye/android-adDialog,3093,0,5,0.0,0.0,0.0,0.0
802,danylovolokh/VideoPlayerManager,https://github.com/danylovolokh/VideoPlayerManager,3087,0,6,0.0,0.0,0.0,0.0
803,google/volley,https://github.com/google/volley,3087,9,4,0.0,0.0,0.0,0.0
804,liujingxing/rxhttp,https://github.com/liujingxing/rxhttp,3074,18,2,0.0,0.0,0.0,0.0
805,Col-E/Recaf,https://github.com/Col-E/Recaf,3073,155,4,0.0,0.0,0.0,0.0
806,JavaNoober/BackgroundLibrary,https://github.com/JavaNoober/BackgroundLibrary,3072,9,2,0.0,0.0,0.0,0.0
807,gabrielemariotti/RecyclerViewItemAnimators,https://github.com/gabrielemariotti/RecyclerViewItemAnimators,3070,0,7,0.0,0.0,0.0,0.0
808,huburt-Hu/NewbieGuide,https://github.com/huburt-Hu/NewbieGuide,3070,20,4,0.0,0.0,0.0,0.0
809,hongyangAndroid/Highlight,https://github.com/hongyangAndroid/Highlight,3068,0,5,0.0,0.0,0.0,0.0
810,qunarcorp/bistoury,https://github.com/qunarcorp/bistoury,3068,8,2,0.0,0.0,0.0,0.0
811,WritingMinds/ffmpeg-android-java,https://github.com/WritingMinds/ffmpeg-android-java,3062,8,6,0.0,0.0,0.0,0.0
812,eleme/UETool,https://github.com/eleme/UETool,3058,8,3,0.0,0.0,0.0,0.0
813,zwwill/yanxuan-weex-demo,https://github.com/zwwill/yanxuan-weex-demo,3056,0,4,0.0,0.0,0.0,0.0
814,requery/requery,https://github.com/requery/requery,3053,43,5,0.0,0.0,0.0,0.0
815,keyboardsurfer/Crouton,https://github.com/keyboardsurfer/Crouton,3052,8,9,0.0,0.0,0.0,0.0
816,JeremyLiao/LiveEventBus,https://github.com/JeremyLiao/LiveEventBus,3051,0,3,0.0,0.0,0.0,0.0
817,sofastack/sofa-jarslink,https://github.com/sofastack/sofa-jarslink,3042,2,3,0.0,0.0,0.0,0.0
818,jgilfelt/android-viewbadger,https://github.com/jgilfelt/android-viewbadger,3037,0,9,0.0,0.0,0.0,0.0
819,undertow-io/undertow,https://github.com/undertow-io/undertow,3025,0,9,0.0,0.0,0.0,0.0
820,apache/incubator-doris,https://github.com/apache/incubator-doris,3022,8,4,0.0,0.0,0.0,0.0
821,micrometer-metrics/micrometer,https://github.com/micrometer-metrics/micrometer,3022,117,4,0.0,0.0,0.0,0.0
822,alibaba/jetcache,https://github.com/alibaba/jetcache,3021,47,4,0.0,0.0,0.0,0.0
823,crazyandcoder/citypicker,https://github.com/crazyandcoder/citypicker,3015,4,5,0.0,0.0,0.0,0.0
824,anggrayudi/android-hidden-api,https://github.com/anggrayudi/android-hidden-api,3013,1,5,0.0,0.0,0.0,0.0
825,zhou-you/RxEasyHttp,https://github.com/zhou-you/RxEasyHttp,3011,0,4,0.0,0.0,0.0,0.0
826,guoguibing/librec,https://github.com/guoguibing/librec,3010,3,7,0.0,0.0,0.0,0.0
827,pedrovgs/DraggablePanel,https://github.com/pedrovgs/DraggablePanel,3009,10,7,0.0,0.0,0.0,0.0
828,xmuSistone/ViewpagerTransition,https://github.com/xmuSistone/ViewpagerTransition,3008,1,4,0.0,0.0,0.0,0.0
829,facebookarchive/react-native-fbsdk,https://github.com/facebookarchive/react-native-fbsdk,3002,22,6,0.0,0.0,0.0,0.0
830,lovetuzitong/MultiImageSelector,https://github.com/lovetuzitong/MultiImageSelector,3001,2,6,0.0,0.0,0.0,0.0
831,fishercoder1534/Leetcode,https://github.com/fishercoder1534/Leetcode,2996,0,5,0.0,0.0,0.0,0.0
832,KingJA/LoadSir,https://github.com/KingJA/LoadSir,2996,6,4,0.0,0.0,0.0,0.0
833,uber/NullAway,https://github.com/uber/NullAway,2995,0,4,0.0,0.0,0.0,0.0
834,dmytrodanylyk/android-process-button,https://github.com/dmytrodanylyk/android-process-button,2994,1,7,0.0,0.0,0.0,0.0
835,woxingxiao/BubbleSeekBar,https://github.com/woxingxiao/BubbleSeekBar,2993,12,4,0.0,0.0,0.0,0.0
836,stephanenicolas/robospice,https://github.com/stephanenicolas/robospice,2992,1,8,0.0,0.0,0.0,0.0
837,Marswin/MarsDaemon,https://github.com/Marswin/MarsDaemon,2992,0,5,0.0,0.0,0.0,0.0
838,Polidea/RxAndroidBle,https://github.com/Polidea/RxAndroidBle,2979,45,5,0.0,0.0,0.0,0.0
839,spockframework/spock,https://github.com/spockframework/spock,2978,12,10,0.0,0.0,0.0,0.0
840,zlt2000/microservices-platform,https://github.com/zlt2000/microservices-platform,2977,23,2,0.0,0.0,0.0,0.0
841,burhanrashid52/PhotoEditor,https://github.com/burhanrashid52/PhotoEditor,2973,13,3,0.0,0.0,0.0,0.0
842,PowerJob/PowerJob,https://github.com/PowerJob/PowerJob,2971,32,1,0.0,0.0,0.0,0.0
843,lenve/JavaEETest,https://github.com/lenve/JavaEETest,2967,0,4,0.0,0.0,0.0,0.0
844,Red5/red5-server,https://github.com/Red5/red5-server,2967,45,7,0.0,0.0,0.0,0.0
845,immutables/immutables,https://github.com/immutables/immutables,2963,6,8,0.0,0.0,0.0,0.0
846,jd-alexander/LikeButton,https://github.com/jd-alexander/LikeButton,2960,14,5,0.0,0.0,0.0,0.0
847,jasonross/Nuwa,https://github.com/jasonross/Nuwa,2958,0,5,0.0,0.0,0.0,0.0
848,android-notes/Cockroach,https://github.com/android-notes/Cockroach,2957,1,4,0.0,0.0,0.0,0.0
849,aragozin/jvm-tools,https://github.com/aragozin/jvm-tools,2956,0,9,0.0,0.0,0.0,0.0
850,jbloch/effective-java-3e-source-code,https://github.com/jbloch/effective-java-3e-source-code,2956,0,3,0.0,0.0,0.0,0.0
851,yui/yuicompressor,https://github.com/yui/yuicompressor,2954,1,12,0.0,0.0,0.0,0.0
852,didi/LogiKM,https://github.com/didi/LogiKM,2953,11,1,0.0,0.0,0.0,0.0
853,kunal-kushwaha/DSA-Bootcamp-Java,https://github.com/kunal-kushwaha/DSA-Bootcamp-Java,2949,0,0,0.0,0.0,0.0,0.0
854,h2database/h2database,https://github.com/h2database/h2database,2949,12,6,0.0,0.0,0.0,0.0
855,mplushnikov/lombok-intellij-plugin,https://github.com/mplushnikov/lombok-intellij-plugin,2946,116,7,0.0,0.0,0.0,0.0
856,zaaach/CityPicker,https://github.com/zaaach/CityPicker,2938,2,5,0.0,0.0,0.0,0.0
857,udacity/Sunshine-Version-2,https://github.com/udacity/Sunshine-Version-2,2931,0,6,0.0,0.0,0.0,0.0
858,zendesk/maxwell,https://github.com/zendesk/maxwell,2931,175,6,0.0,0.0,0.0,0.0
859,WeiYe-Jing/datax-web,https://github.com/WeiYe-Jing/datax-web,2927,5,1,0.0,0.0,0.0,0.0
860,CheckChe0803/flink-recommandSystem-demo,https://github.com/CheckChe0803/flink-recommandSystem-demo,2923,0,2,0.0,0.0,0.0,0.0
861,java8/Java8InAction,https://github.com/java8/Java8InAction,2919,0,7,0.0,0.0,0.0,0.0
862,MindorksOpenSource/PRDownloader,https://github.com/MindorksOpenSource/PRDownloader,2919,5,3,0.0,0.0,0.0,0.0
863,mxdldev/android-mvp-mvvm-flytour,https://github.com/mxdldev/android-mvp-mvvm-flytour,2919,11,2,0.0,0.0,0.0,0.0
864,florent37/ShapeOfView,https://github.com/florent37/ShapeOfView,2917,0,3,0.0,0.0,0.0,0.0
865,yarolegovich/SlidingRootNav,https://github.com/yarolegovich/SlidingRootNav,2910,1,4,0.0,0.0,0.0,0.0
866,KeepSafe/dexcount-gradle-plugin,https://github.com/KeepSafe/dexcount-gradle-plugin,2907,18,6,0.0,0.0,0.0,0.0
867,javaee/jersey,https://github.com/javaee/jersey,2905,30,9,0.0,0.0,0.0,0.0
868,yusugomori/DeepLearning,https://github.com/yusugomori/DeepLearning,2905,0,8,0.0,0.0,0.0,0.0
869,trojan-gfw/igniter,https://github.com/trojan-gfw/igniter,2905,32,2,0.0,0.0,0.0,0.0
870,ZieIony/Carbon,https://github.com/ZieIony/Carbon,2899,2,6,0.0,0.0,0.0,0.0
871,jacoco/jacoco,https://github.com/jacoco/jacoco,2898,43,9,0.0,0.0,0.0,0.0
872,edmodo/cropper,https://github.com/edmodo/cropper,2897,0,8,0.0,0.0,0.0,0.0
873,ManuelPeinado/FadingActionBar,https://github.com/ManuelPeinado/FadingActionBar,2896,0,8,0.0,0.0,0.0,0.0
874,googlesamples/android-vision,https://github.com/googlesamples/android-vision,2892,0,6,0.0,0.0,0.0,0.0
875,JackyAndroid/AndroidChromium,https://github.com/JackyAndroid/AndroidChromium,2892,2,5,0.0,0.0,0.0,0.0
876,FasterXML/jackson-databind,https://github.com/FasterXML/jackson-databind,2884,0,9,0.0,0.0,0.0,0.0
877,react-native-share/react-native-share,https://github.com/react-native-share/react-native-share,2881,62,5,0.0,0.0,0.0,0.0
878,geftimov/android-pathview,https://github.com/geftimov/android-pathview,2881,2,6,0.0,0.0,0.0,0.0
879,YahooArchive/anthelion,https://github.com/YahooArchive/anthelion,2878,0,5,0.0,0.0,0.0,0.0
880,race604/FlyRefresh,https://github.com/race604/FlyRefresh,2878,2,6,0.0,0.0,0.0,0.0
881,KunMinX/Linkage-RecyclerView,https://github.com/KunMinX/Linkage-RecyclerView,2875,0,2,0.0,0.0,0.0,0.0
882,saulmm/Android-Material-Examples,https://github.com/saulmm/Android-Material-Examples,2874,0,6,0.0,0.0,0.0,0.0
883,evrencoskun/TableView,https://github.com/evrencoskun/TableView,2872,12,4,0.0,0.0,0.0,0.0
884,ballerina-platform/ballerina-lang,https://github.com/ballerina-platform/ballerina-lang,2871,94,4,0.0,0.0,0.0,0.0
885,dingjikerbo/Android-BluetoothKit,https://github.com/dingjikerbo/Android-BluetoothKit,2868,0,5,0.0,0.0,0.0,0.0
886,ltsopensource/light-task-scheduler,https://github.com/ltsopensource/light-task-scheduler,2865,29,6,0.0,0.0,0.0,0.0
887,subhra74/xdm,https://github.com/subhra74/xdm,2865,3,3,0.0,0.0,0.0,0.0
888,guolindev/booksource,https://github.com/guolindev/booksource,2865,0,4,0.0,0.0,0.0,0.0
889,baomidou/dynamic-datasource-spring-boot-starter,https://github.com/baomidou/dynamic-datasource-spring-boot-starter,2864,6,3,0.0,0.0,0.0,0.0
890,gouthampradhan/leetcode,https://github.com/gouthampradhan/leetcode,2863,0,4,0.0,0.0,0.0,0.0
891,donglua/PhotoPicker,https://github.com/donglua/PhotoPicker,2861,13,6,0.0,0.0,0.0,0.0
892,nic-delhi/AarogyaSetu_Android,https://github.com/nic-delhi/AarogyaSetu_Android,2856,0,1,0.0,0.0,0.0,0.0
893,watabou/pixel-dungeon,https://github.com/watabou/pixel-dungeon,2855,0,7,0.0,0.0,0.0,0.0
894,iwgang/CountdownView,https://github.com/iwgang/CountdownView,2854,3,5,0.0,0.0,0.0,0.0
895,NotFound9/interviewGuide,https://github.com/NotFound9/interviewGuide,2853,0,5,0.0,0.0,0.0,0.0
896,SpecialCyCi/AndroidResideMenu,https://github.com/SpecialCyCi/AndroidResideMenu,2851,7,7,0.0,0.0,0.0,0.0
897,nanchen2251/RxJava2Examples,https://github.com/nanchen2251/RxJava2Examples,2850,0,4,0.0,0.0,0.0,0.0
898,openaphid/android-flip,https://github.com/openaphid/android-flip,2850,0,9,0.0,0.0,0.0,0.0
899,vaticle/typedb,https://github.com/vaticle/typedb,2850,71,5,0.0,0.0,0.0,0.0
900,jiangqqlmj/FastDev4Android,https://github.com/jiangqqlmj/FastDev4Android,2847,4,5,0.0,0.0,0.0,0.0
901,alibaba/QLExpress,https://github.com/alibaba/QLExpress,2845,0,4,0.0,0.0,0.0,0.0
902,obsidiandynamics/kafdrop,https://github.com/obsidiandynamics/kafdrop,2841,41,2,0.0,0.0,0.0,0.0
903,CrawlScript/WebCollector,https://github.com/CrawlScript/WebCollector,2841,0,7,0.0,0.0,0.0,0.0
904,jprante/elasticsearch-jdbc,https://github.com/jprante/elasticsearch-jdbc,2836,19,9,0.0,0.0,0.0,0.0
905,bmelnychuk/AndroidTreeView,https://github.com/bmelnychuk/AndroidTreeView,2834,0,6,0.0,0.0,0.0,0.0
906,osmandapp/OsmAnd,https://github.com/osmandapp/OsmAnd,2830,1,10,0.0,0.0,0.0,0.0
907,apollographql/apollo-android,https://github.com/apollographql/apollo-android,2829,68,4,0.0,0.0,0.0,0.0
908,yanzhenjie/AndServer,https://github.com/yanzhenjie/AndServer,2827,0,5,0.0,0.0,0.0,0.0
909,w446108264/XhsEmoticonsKeyboard,https://github.com/w446108264/XhsEmoticonsKeyboard,2827,7,6,0.0,0.0,0.0,0.0
910,JulienGenoud/android-percent-support-lib-sample,https://github.com/JulienGenoud/android-percent-support-lib-sample,2827,2,6,0.0,0.0,0.0,0.0
911,jindrapetrik/jpexs-decompiler,https://github.com/jindrapetrik/jpexs-decompiler,2822,114,7,0.0,0.0,0.0,0.0
912,sunfusheng/StickyHeaderListView,https://github.com/sunfusheng/StickyHeaderListView,2820,0,5,0.0,0.0,0.0,0.0
913,AweiLoveAndroid/CommonDevKnowledge,https://github.com/AweiLoveAndroid/CommonDevKnowledge,2816,0,3,0.0,0.0,0.0,0.0
914,alibaba/Alink,https://github.com/alibaba/Alink,2815,10,2,0.0,0.0,0.0,0.0
915,szerhusenBC/jwt-spring-security-demo,https://github.com/szerhusenBC/jwt-spring-security-demo,2807,3,5,0.0,0.0,0.0,0.0
916,square/flow,https://github.com/square/flow,2803,0,7,0.0,0.0,0.0,0.0
917,mzule/ActivityRouter,https://github.com/mzule/ActivityRouter,2803,3,5,0.0,0.0,0.0,0.0
918,jiajunhui/PlayerBase,https://github.com/jiajunhui/PlayerBase,2798,18,4,0.0,0.0,0.0,0.0
919,tronprotocol/java-tron,https://github.com/tronprotocol/java-tron,2793,59,3,0.0,0.0,0.0,0.0
920,VaughnVernon/IDDD_Samples,https://github.com/VaughnVernon/IDDD_Samples,2789,0,8,0.0,0.0,0.0,0.0
921,florent37/ExpectAnim,https://github.com/florent37/ExpectAnim,2785,1,4,0.0,0.0,0.0,0.0
922,FinalTeam/RxGalleryFinal,https://github.com/FinalTeam/RxGalleryFinal,2783,1,5,0.0,0.0,0.0,0.0
923,jenkinsci/blueocean-plugin,https://github.com/jenkinsci/blueocean-plugin,2778,27,5,0.0,0.0,0.0,0.0
924,DiUS/java-faker,https://github.com/DiUS/java-faker,2778,0,10,0.0,0.0,0.0,0.0
925,JoanZapata/android-pdfview,https://github.com/JoanZapata/android-pdfview,2776,0,8,0.0,0.0,0.0,0.0
926,spring-cloud/spring-cloud-kubernetes,https://github.com/spring-cloud/spring-cloud-kubernetes,2774,0,4,0.0,0.0,0.0,0.0
927,JakeWharton/scalpel,https://github.com/JakeWharton/scalpel,2774,0,7,0.0,0.0,0.0,0.0
928,Teevity/ice,https://github.com/Teevity/ice,2772,3,8,0.0,0.0,0.0,0.0
929,Tencent/MSEC,https://github.com/Tencent/MSEC,2772,0,4,0.0,0.0,0.0,0.0
930,JCTools/JCTools,https://github.com/JCTools/JCTools,2771,15,7,0.0,0.0,0.0,0.0
931,google/binnavi,https://github.com/google/binnavi,2766,3,6,0.0,0.0,0.0,0.0
932,bin456789/Unblock163MusicClient-Xposed,https://github.com/bin456789/Unblock163MusicClient-Xposed,2760,13,5,0.0,0.0,0.0,0.0
933,airbnb/airpal,https://github.com/airbnb/airpal,2760,0,7,0.0,0.0,0.0,0.0
934,apache/nifi,https://github.com/apache/nifi,2760,0,6,0.0,0.0,0.0,0.0
935,googlearchive/android-Camera2Basic,https://github.com/googlearchive/android-Camera2Basic,2754,0,7,0.0,0.0,0.0,0.0
936,LandGrey/SpringBootVulExploit,https://github.com/LandGrey/SpringBootVulExploit,2753,0,1,0.0,0.0,0.0,0.0
937,Nightonke/WoWoViewPager,https://github.com/Nightonke/WoWoViewPager,2748,0,5,0.0,0.0,0.0,0.0
938,liquibase/liquibase,https://github.com/liquibase/liquibase,2746,59,10,0.0,0.0,0.0,0.0
939,north2016/T-MVP,https://github.com/north2016/T-MVP,2746,0,5,0.0,0.0,0.0,0.0
940,Yalantis/GuillotineMenu-Android,https://github.com/Yalantis/GuillotineMenu-Android,2745,2,6,0.0,0.0,0.0,0.0
941,RobotiumTech/robotium,https://github.com/RobotiumTech/robotium,2741,0,11,0.0,0.0,0.0,0.0
942,JackyAndroid/AndroidTVLauncher,https://github.com/JackyAndroid/AndroidTVLauncher,2737,3,5,0.0,0.0,0.0,0.0
943,Nightonke/CoCoin,https://github.com/Nightonke/CoCoin,2736,0,5,0.0,0.0,0.0,0.0
944,eclipse-openj9/openj9,https://github.com/eclipse-openj9/openj9,2733,26,4,0.0,0.0,0.0,0.0
945,cSploit/android,https://github.com/cSploit/android,2732,33,6,0.0,0.0,0.0,0.0
946,googlesamples/google-services,https://github.com/googlesamples/google-services,2730,0,6,0.0,0.0,0.0,0.0
947,apache/maven,https://github.com/apache/maven,2729,0,12,0.0,0.0,0.0,0.0
948,wenmingvs/AndroidProcess,https://github.com/wenmingvs/AndroidProcess,2720,0,5,0.0,0.0,0.0,0.0
949,TangoAgency/material-intro-screen,https://github.com/TangoAgency/material-intro-screen,2720,4,4,0.0,0.0,0.0,0.0
950,code-troopers/android-betterpickers,https://github.com/code-troopers/android-betterpickers,2718,16,8,0.0,0.0,0.0,0.0
951,MagicMashRoom/SuperCalendar,https://github.com/MagicMashRoom/SuperCalendar,2718,13,4,0.0,0.0,0.0,0.0
952,PhilippC/keepass2android,https://github.com/PhilippC/keepass2android,2715,16,3,0.0,0.0,0.0,0.0
953,Mojang/brigadier,https://github.com/Mojang/brigadier,2714,3,6,0.0,0.0,0.0,0.0
954,fengjundev/Android-Skin-Loader,https://github.com/fengjundev/Android-Skin-Loader,2714,0,6,0.0,0.0,0.0,0.0
955,saulmm/CoordinatorBehaviorExample,https://github.com/saulmm/CoordinatorBehaviorExample,2708,0,6,0.0,0.0,0.0,0.0
956,liuyangming/ByteTCC,https://github.com/liuyangming/ByteTCC,2707,17,5,0.0,0.0,0.0,0.0
957,harjot-oberai/MusicDNA,https://github.com/harjot-oberai/MusicDNA,2707,2,5,0.0,0.0,0.0,0.0
958,pedrovgs/Algorithms,https://github.com/pedrovgs/Algorithms,2706,0,6,0.0,0.0,0.0,0.0
959,oguzbilgener/CircularFloatingActionMenu,https://github.com/oguzbilgener/CircularFloatingActionMenu,2705,0,7,0.0,0.0,0.0,0.0
960,bastillion-io/Bastillion,https://github.com/bastillion-io/Bastillion,2701,11,8,0.0,0.0,0.0,0.0
961,AbrahamCaiJin/CommonUtilLibrary,https://github.com/AbrahamCaiJin/CommonUtilLibrary,2700,0,4,0.0,0.0,0.0,0.0
962,awaitility/awaitility,https://github.com/awaitility/awaitility,2694,0,11,0.0,0.0,0.0,0.0
963,oshi/oshi,https://github.com/oshi/oshi,2694,119,9,0.0,0.0,0.0,0.0
964,jfeinstein10/JazzyViewPager,https://github.com/jfeinstein10/JazzyViewPager,2693,0,8,0.0,0.0,0.0,0.0
965,tyzlmjj/PagerBottomTabStrip,https://github.com/tyzlmjj/PagerBottomTabStrip,2693,12,6,0.0,0.0,0.0,0.0
966,lizhangqu/CoreLink,https://github.com/lizhangqu/CoreLink,2693,0,6,0.0,0.0,0.0,0.0
967,android/user-interface-samples,https://github.com/android/user-interface-samples,2689,1,2,0.0,0.0,0.0,0.0
968,sockeqwe/AdapterDelegates,https://github.com/sockeqwe/AdapterDelegates,2689,16,6,0.0,0.0,0.0,0.0
969,jtablesaw/tablesaw,https://github.com/jtablesaw/tablesaw,2683,73,5,0.0,0.0,0.0,0.0
970,jMonkeyEngine/jmonkeyengine,https://github.com/jMonkeyEngine/jmonkeyengine,2678,38,7,0.0,0.0,0.0,0.0
971,amitshekhariitbhu/awesome-android-complete-reference,https://github.com/amitshekhariitbhu/awesome-android-complete-reference,2678,0,5,0.0,0.0,0.0,0.0
972,mmin18/RealtimeBlurView,https://github.com/mmin18/RealtimeBlurView,2677,0,4,0.0,0.0,0.0,0.0
973,JohnPersano/SuperToasts,https://github.com/JohnPersano/SuperToasts,2676,5,8,0.0,0.0,0.0,0.0
